taxon_name	genus_status	max_ma	min_ma
Ptychotrygon	extinct	72.1	66
Raja	extant	72.1	66
Rhinobatos	extant	72.1	66
Rhombodus	extinct	72.1	66
Sclerorhynchus	extinct	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Squalus	extant	72.1	66
Archaeolamna	extinct	86.3	72.1
Borodinopristis	extinct	86.3	72.1
Carcharias	extant	86.3	72.1
Chiloscyllium	extant	86.3	72.1
Cretolamna	extinct	86.3	72.1
Cretoxyrhina	extinct	86.3	72.1
Heterodontus	extant	86.3	72.1
Ischyrhiza	extinct	86.3	72.1
Pseudocorax	extinct	86.3	72.1
Pseudohypolophus	extinct	86.3	72.1
Ptychodus	extinct	86.3	72.1
Ptychotrygon	extinct	86.3	72.1
Scapanorhynchus	extinct	86.3	72.1
Squalicorax	extinct	86.3	72.1
Squatina	extant	86.3	72.1
Texatrygon	extinct	86.3	72.1
Carcharodon	extant	23.03	15.97
Glyphis	extant	23.03	15.97
Otodus	extinct	23.03	15.97
Cretolamna	extinct	72.1	66
Carcharias	extant	72.1	66
Chlamydoselachus	extant	72.1	66
Paraorthacodus	extinct	72.1	66
Propristiophorus	extinct	72.1	66
Protosqualus	extinct	72.1	66
Sphenodus	extinct	72.1	66
Xampylodon	extinct	72.1	66
Squalicorax	extinct	100.5	93.9
Archaeotriakis	extinct	83.6	72.1
Carcharias	extant	83.6	72.1
Cretoxyrhina	extinct	83.6	72.1
Odontaspis	extant	83.6	72.1
Paraorthacodus	extinct	83.6	72.1
Squalus	extant	83.6	72.1
Carcharias	extant	72.1	66
Cretolamna	extinct	72.1	66
Parapalaeobates	extinct	72.1	66
Rhombodus	extinct	72.1	66
Schizorhiza	extinct	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Rhombodus	extinct	83.6	72.1
Onchosaurus	extinct	83.6	72.1
Cretolamna	extinct	93.9	89.8
Hexanchus	extant	93.9	89.8
Scyliorhinus	extant	93.9	89.8
Ptychodus	extinct	100.5	93.9
Scyliorhinus	extant	100.5	93.9
Aetomylaeus	extant	23.03	15.97
Carcharhinus	extant	23.03	15.97
Galeocerdo	extant	23.03	15.97
Nebrius	extant	23.03	15.97
Negaprion	extant	23.03	15.97
Pseudocarcharias	extant	23.03	15.97
Rhinoptera	extant	23.03	15.97
Rhizoprionodon	extant	23.03	15.97
Sphyrna	extant	23.03	15.97
Otodus	extinct	23.03	15.97
Carcharodon	extant	23.03	15.97
Scyliorhinus	extant	86.3	83.6
Cantioscyllium	extinct	100.5	93.9
Cristomylus	extinct	86.3	72.1
Carcharodon	extant	23.03	15.97
Cantioscyllium	extinct	86.3	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Cretalamna	extinct	83.6	72.1
Carcharodon	extant	23.03	15.97
Cretalamna	extinct	86.3	83.6
Cretalamna	extinct	83.6	72.1
Cantioscyllium	extinct	100.5	93.9
Carcharias	extant	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Cretoxyrhina	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Paranomotodon	extinct	100.5	93.9
Pseudoscyliorhinus	extinct	100.5	93.9
Ptychodus	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Cretodus	extinct	93.9	89.8
Cretolamna	extinct	93.9	89.8
Cretoxyrhina	extinct	93.9	89.8
Hexanchus	extant	93.9	89.8
Paranomotodon	extinct	93.9	89.8
Pseudoscapanorhynchus	extinct	93.9	89.8
Ptychodus	extinct	93.9	89.8
Scapanorhynchus	extinct	93.9	89.8
Squalicorax	extinct	93.9	89.8
Squalus	extant	93.9	89.8
Hexanchus	extant	132.6	129.4
Paraorthacodus	extinct	132.6	129.4
Carcharodon	extant	23.03	15.97
Isurus	extant	23.03	15.97
Otodus	extinct	23.03	15.97
Altusmirus	extinct	139.8	132.6
Fornicatus	extinct	139.8	132.6
Similiteroscyllium	extinct	139.8	132.6
Galagadon	extinct	72.1	66
Myledaphus	extinct	72.1	66
Cantioscyllium	extinct	89.8	86.3
Chiloscyllium	extant	89.8	86.3
Cretodus	extinct	89.8	86.3
Cretolamna	extinct	89.8	86.3
Cretoxyrhina	extinct	89.8	86.3
Dallasiella	extinct	89.8	86.3
Ginglymostoma	extant	89.8	86.3
Heterodontus	extant	89.8	86.3
Ischyrhiza	extinct	89.8	86.3
Johnlongia	extinct	89.8	86.3
Kiestus	extinct	89.8	86.3
Nanocorax	extinct	89.8	86.3
Paraisurus	extinct	89.8	86.3
Pseudocorax	extinct	89.8	86.3
Pseudohypolophus	extinct	89.8	86.3
Pseudoscapanorhynchus	extinct	89.8	86.3
Ptychodus	extinct	89.8	86.3
Ptychotrygon	extinct	89.8	86.3
Rhinobatos	extant	89.8	86.3
Scapanorhynchus	extinct	89.8	86.3
Sclerorhynchus	extinct	89.8	86.3
Squalicorax	extinct	89.8	86.3
Texatrygon	extinct	89.8	86.3
Myledaphus	extinct	72.1	66
Cretoxyrhina	extinct	86.3	83.6
Cenocarcharias	extinct	100.5	93.9
Chiloscyllium	extant	100.5	93.9
Cretolamna	extinct	100.5	93.9
Cretomanta	extinct	100.5	93.9
Cretorectolobus	extinct	100.5	93.9
Eostriatolamia	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Kiestus	extinct	100.5	93.9
Microcarcharias	extinct	100.5	93.9
Onchopristis	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Cretolamna	extinct	72.1	66
Ganopristis	extinct	72.1	66
Squalicorax	extinct	72.1	66
Onchopristis	extinct	100.5	89.8
Sphenodus	extinct	89.8	83.6
Carcharodon	extant	23.03	15.97
Isurus	extant	23.03	15.97
Otodus	extinct	23.03	15.97
Ganopristis	extinct	72.1	66
Pseudocorax	extinct	72.1	66
Cretalamna	extinct	113	100.5
Scapanorhynchus	extinct	113	100.5
Protolamna	extinct	132.6	129.4
Cretascymnus	extinct	83.6	72.1
Centroscymnus	extant	83.6	72.1
Centrophoroides	extinct	83.6	72.1
Cretascymnus	extinct	83.6	72.1
Centroscymnus	extant	83.6	72.1
Centrophoroides	extinct	83.6	72.1
Centroscymnus	extant	83.6	72.1
Chiloscyllium	extant	83.6	72.1
Crassescyliorhinus	extinct	83.6	72.1
Cretascyliorhinus	extinct	83.6	72.1
Cretascymnus	extinct	83.6	72.1
Cretolamna	extinct	83.6	72.1
Eoetmopterus	extinct	83.6	72.1
Hemiscyllium	extant	83.6	72.1
Heterodontus	extant	83.6	72.1
Hexanchus	extant	83.6	72.1
Micropristis	extinct	83.6	72.1
Paraorthacodus	extinct	83.6	72.1
Pararhincodon	extinct	83.6	72.1
Paratriakis	extinct	83.6	72.1
Prohaploblepharus	extinct	83.6	72.1
Rhinobatos	extant	83.6	72.1
Rhombopterygia	extinct	83.6	72.1
Scapanorhynchus	extinct	83.6	72.1
Squalicorax	extinct	83.6	72.1
Squalus	extant	83.6	72.1
Squatina	extant	83.6	72.1
Synechodus	extinct	83.6	72.1
Anomotodon	extinct	83.6	72.1
Hexanchus	extant	83.6	72.1
Squalus	extant	83.6	72.1
Squatina	extant	83.6	72.1
Centroscymnus	extant	83.6	72.1
Hemiscyllium	extant	83.6	72.1
Hexanchus	extant	83.6	72.1
Anomotodon	extinct	83.6	72.1
Carcharodon	extant	23.03	15.97
Otodus	extinct	23.03	15.97
Notidanoides	extinct	83.6	72.1
Centrophoroides	extinct	83.6	72.1
Centroscymnus	extant	83.6	72.1
Crassescyliorhinus	extinct	83.6	72.1
Heterodontus	extant	83.6	72.1
Paratriakis	extinct	83.6	72.1
Prohaploblepharus	extinct	83.6	72.1
Squalus	extant	83.6	72.1
Synechodus	extinct	83.6	72.1
Centrophoroides	extinct	83.6	72.1
Centroscymnus	extant	83.6	72.1
Crassescyliorhinus	extinct	83.6	72.1
Cretascyliorhinus	extinct	83.6	72.1
Cretascymnus	extinct	83.6	72.1
Cretolamna	extinct	83.6	72.1
Pararhincodon	extinct	83.6	72.1
Paratriakis	extinct	83.6	72.1
Prohaploblepharus	extinct	83.6	72.1
Squalicorax	extinct	83.6	72.1
Squalus	extant	83.6	72.1
Anomotodon	extinct	83.6	72.1
Centrophoroides	extinct	83.6	72.1
Centroscymnus	extant	83.6	72.1
Cretascymnus	extinct	83.6	72.1
Deania	extant	83.6	72.1
Eoetmopterus	extinct	83.6	72.1
Hemiscyllium	extant	83.6	72.1
Pararhincodon	extinct	83.6	72.1
Paratriakis	extinct	83.6	72.1
Rhinobatos	extant	83.6	72.1
Scapanorhynchus	extinct	83.6	72.1
Centrophoroides	extinct	83.6	72.1
Eoetmopterus	extinct	83.6	72.1
Paraorthacodus	extinct	83.6	72.1
Squalus	extant	83.6	72.1
Cretascymnus	extinct	83.6	72.1
Cretolamna	extinct	83.6	72.1
Deania	extant	83.6	72.1
Heterodontus	extant	83.6	72.1
Scapanorhynchus	extinct	83.6	72.1
Squalus	extant	83.6	72.1
Anomotodon	extinct	83.6	72.1
Chiloscyllium	extant	83.6	72.1
Cretodus	extinct	83.6	72.1
Galeorhinus	extant	83.6	72.1
Heterodontus	extant	83.6	72.1
Palaeogaleus	extinct	83.6	72.1
Pararhincodon	extinct	83.6	72.1
Rhinobatos	extant	83.6	72.1
Scapanorhynchus	extinct	83.6	72.1
Scyliorhinus	extant	83.6	72.1
Squatina	extant	83.6	72.1
Anomotodon	extinct	83.6	72.1
Paraorthacodus	extinct	83.6	72.1
Haimirichia	extinct	100.5	93.9
Dasyatis	extant	23.03	15.97
Myliobatis	extant	23.03	15.97
Onchosaurus	extinct	89.8	86.3
Anomotodon	extinct	83.6	72.1
Iansan	extinct	121.4	113
Dasyatis	extant	15.97	5.333
Igdabatis	extinct	72.1	66
Parasquatina	extinct	72.1	66
Paraorthacodus	extinct	139.8	132.6
Sphenodus	extinct	139.8	132.6
Dasyatis	extant	15.97	5.333
Myliobatis	extant	15.97	5.333
Mesiteia	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Lamna	extant	93.3	89.8
Oxyrhina	extinct	93.3	89.8
Squalicorax	extinct	93.3	89.8
Cretolamna	extinct	86.3	72.1
Cretoxyrhina	extinct	86.3	72.1
Scapanorhynchus	extinct	86.3	72.1
Squalicorax	extinct	86.3	72.1
Ischyrhiza	extinct	83.6	72.1
Schizorhiza	extinct	83.6	72.1
Serratolamna	extinct	83.6	72.1
Dasyatis	extant	23.03	15.97
Pseudocorax	extinct	72.1	66
Scapanorhynchus	extinct	72.1	66
Schizorhiza	extinct	72.1	66
Serratolamna	extinct	72.1	66
Carcharias	extant	72.1	66
Cretolamna	extinct	72.1	66
Ptychotrygon	extinct	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Anomotodon	extinct	72.1	66
Brachyrhizodus	extinct	72.1	66
Scapanorhynchus	extinct	72.1	66
Squalicorax	extinct	72.1	66
Carcharias	extant	72.1	66
Cretolamna	extinct	72.1	66
Ischyrhiza	extinct	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Carcharias	extant	72.1	66
Cretoxyrhina	extinct	72.1	66
Rhombodus	extinct	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Onchosaurus	extinct	86.3	83.6
Rhinobatus	extant	121.4	113
Carcharhinus	extant	23.03	15.97
Carcharocles	extinct	23.03	15.97
Galeocerdo	extant	23.03	15.97
Negaprion	extant	23.03	15.97
Dasyatis	extant	23.03	15.97
Cretodus	extinct	113	100.5
Onchopristis	extinct	113	100.5
Protolamna	extinct	113	100.5
Cretodus	extinct	113	100.5
Scapanorhynchus	extinct	113	100.5
Protolamna	extinct	113	100.5
Carcharhinus	extant	15.97	5.333
Dasyatis	extant	15.97	5.333
Myliobatis	extant	15.97	5.333
Pristis	extant	15.97	5.333
Rhinoptera	extant	15.97	5.333
Cretolamna	extinct	93.9	89.8
Scapanorhynchus	extinct	93.9	89.8
Squalicorax	extinct	93.9	89.8
Squalicorax	extinct	100.5	93.9
Odontaspis	extant	72.1	66
Xampylodon	extinct	72.1	66
Xampylodon	extinct	72.1	66
Cretolamna	extinct	86.3	83.6
Paranomotodon	extinct	86.3	83.6
Squalicorax	extinct	86.3	83.6
Cretolamna	extinct	86.3	83.6
Cretoxyrhina	extinct	86.3	83.6
Scapanorhynchus	extinct	86.3	83.6
Squalicorax	extinct	86.3	83.6
Dasyatis	extant	15.97	5.333
Myledaphus	extinct	83.6	72.1
Ptychotrygon	extinct	83.6	72.1
Squalicorax	extinct	83.6	72.1
Squalicorax	extinct	100.5	93.9
Leptostyrax	extinct	113	100.5
Protolamna	extinct	113	100.5
Squalicorax	extinct	113	100.5
Cretolamna	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretoxyrhina	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Cretodus	extinct	93.3	89.8
Scapanorhynchus	extinct	93.3	89.8
Cretolamna	extinct	93.3	89.8
Cretoxyrhina	extinct	93.3	89.8
Hexanchus	extant	93.3	89.8
Onchosaurus	extinct	93.3	89.8
Paranomotodon	extinct	93.3	89.8
Squalicorax	extinct	93.3	89.8
Dasyatis	extant	15.97	5.333
Cretodus	extinct	93.3	89.8
Cretolamna	extinct	93.3	89.8
Cretoxyrhina	extinct	93.3	89.8
Paranomotodon	extinct	93.3	89.8
Scapanorhynchus	extinct	93.3	89.8
Squalicorax	extinct	93.3	89.8
Haimirichia	extinct	93.3	89.8
Cretolamna	extinct	93.3	89.8
Cretoxyrhina	extinct	93.3	89.8
Paranomotodon	extinct	93.3	89.8
Scapanorhynchus	extinct	93.3	89.8
Squalicorax	extinct	93.3	89.8
Scapanorhynchus	extinct	93.3	89.8
Squalicorax	extinct	93.3	89.8
Cretolamna	extinct	86.3	72.1
Scapanorhynchus	extinct	86.3	72.1
Squalicorax	extinct	86.3	72.1
Hexanchus	extant	86.3	72.1
Cretolamna	extinct	86.3	72.1
Scapanorhynchus	extinct	86.3	72.1
Squalicorax	extinct	86.3	72.1
Cretolamna	extinct	86.3	72.1
Scapanorhynchus	extinct	86.3	72.1
Squalicorax	extinct	86.3	72.1
Dasyatis	extant	15.97	5.333
Dasyatis	extant	15.97	11.63
Cretoxyrhina	extinct	89.8	86.3
Squalicorax	extinct	89.8	83.6
Carcharias	extant	83.6	72.1
Hexanchus	extant	83.6	72.1
Serratolamna	extinct	86.3	72.1
Serratolamna	extinct	86.3	72.1
Dasyatis	extant	15.97	5.333
Myliobatis	extant	15.97	5.333
Rhinoptera	extant	15.97	5.333
Cretoxyrhina	extinct	86.3	83.6
Archaeolamna	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Cretomanta	extinct	100.5	93.9
Cretoxyrhina	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Johnlongia	extinct	100.5	93.9
Microcarcharias	extinct	100.5	93.9
Nanocorax	extinct	100.5	93.9
Pararhincodon	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Rhinobatos	extant	100.5	93.9
Squalicorax	extinct	100.5	93.9
Palaeoanacorax	extinct	113	100.5
Squalicorax	extinct	113	100.5
Notorynchus	extant	113	100.5
Squalicorax	extinct	113	100.5
Squalicorax	extinct	113	100.5
Dasyatis	extant	15.97	5.333
Archaeolamna	extinct	100.5	93.9
Cardabiodon	extinct	100.5	93.9
Cederstroemia	extinct	100.5	93.9
Cretalamna	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Eostriatolamia	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Leptostyrax	extinct	100.5	93.9
Paraorthacodus	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squatina	extant	100.5	93.9
Synechodus	extinct	100.5	93.9
Archaeolamna	extinct	100.5	93.9
Cardabiodon	extinct	100.5	93.9
Cederstroemia	extinct	100.5	93.9
Cretalamna	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Eostriatolamia	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Leptostyrax	extinct	100.5	93.9
Paraorthacodus	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudoscapanorhynchus	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squatina	extant	100.5	93.9
Squatirhina	extinct	100.5	93.9
Synechodus	extinct	100.5	93.9
Cretoxyrhina	extinct	89.8	83.6
Myliobatis	extant	15.97	5.333
Rhinoptera	extant	15.97	5.333
Dasyatis	extant	15.97	11.63
Cretodus	extinct	93.3	89.8
Cretolamna	extinct	93.3	89.8
Ischyrhiza	extinct	93.3	89.8
Leptostyrax	extinct	93.3	89.8
Ptychotrygon	extinct	93.3	89.8
Scapanorhynchus	extinct	93.3	89.8
Squalicorax	extinct	93.3	89.8
Chiloscyllium	extant	93.3	89.8
Paranomotodon	extinct	93.3	89.8
Pseudohypolophus	extinct	93.3	89.8
Rhinobatos	extant	93.3	89.8
Archaeolamna	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cederstroemia	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Onchopristis	extinct	100.5	93.9
Paranomotodon	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Pseudoscapanorhynchus	extinct	100.5	93.9
Ptychotrygonoides	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Turoniabatis	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Chiloscyllium	extant	100.5	93.9
Cretodus	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Onchopristis	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Pseudoscapanorhynchus	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Ptychotrygonoides	extinct	100.5	93.9
Rhinobatos	extant	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Turoniabatis	extinct	100.5	93.9
Archaeolamna	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cederstroemia	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Chiloscyllium	extant	100.5	93.9
Cretodus	extinct	100.5	93.9
Engolismaia	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Onchopristis	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Pseudoscapanorhynchus	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Ptychotrygonoides	extinct	100.5	93.9
Rhinobatos	extant	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squatirhina	extinct	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Turoniabatis	extinct	100.5	93.9
Almascyllium	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Chiloscyllium	extant	100.5	93.9
Cretodus	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Onchopristis	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Ptychotrygonoides	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Turoniabatis	extinct	100.5	93.9
Archaeolamna	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Hamrabatis	extinct	100.5	93.9
Onchopristis	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Pseudoscapanorhynchus	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Ptychotrygonoides	extinct	100.5	93.9
Rhinobatos	extant	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Turoniabatis	extinct	100.5	93.9
Archaeolamna	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Cenocarcharias	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Pseudoscapanorhynchus	extinct	100.5	93.9
Roulletia	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Aetomylaeus	extant	23.03	15.97
Carcharhinus	extant	23.03	15.97
Carcharocles	extinct	23.03	15.97
Chiloscyllium	extant	23.03	15.97
Dasyatis	extant	23.03	15.97
Galeocerdo	extant	23.03	15.97
Hemipristis	extant	23.03	15.97
Himantura	extant	23.03	15.97
Nebrius	extant	23.03	15.97
Negaprion	extant	23.03	15.97
Pristis	extant	23.03	15.97
Pseudocarcharias	extant	23.03	15.97
Rhinoptera	extant	23.03	15.97
Rhizoprionodon	extant	23.03	15.97
Rhynchobatus	extant	23.03	15.97
Sphyrna	extant	23.03	15.97
Taeniura	extant	23.03	15.97
Otodus	extinct	23.03	15.97
Cretodus	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Turoniabatis	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Scapanorhynchus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Protolamna	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Truyolsodontos	extinct	100.5	93.9
Archingeayia	extinct	100.5	93.9
Cantioscyllium	extinct	100.5	93.9
Hexanchus	extant	72.1	66
Palaeohypotodus	extinct	72.1	66
Paranomotodon	extinct	72.1	66
Pseudocorax	extinct	72.1	66
Squalus	extant	72.1	66
Synechodus	extinct	72.1	66
Carcharias	extant	72.1	66
Centroscymnus	extant	72.1	66
Hemiscyllium	extant	72.1	66
Heterodontus	extant	72.1	66
Hexanchus	extant	72.1	66
Pararhincodon	extinct	72.1	66
Paratriakis	extinct	72.1	66
Scyliorhinus	extant	72.1	66
Squalus	extant	72.1	66
Squatina	extant	72.1	66
Synechodus	extinct	72.1	66
Anomotodon	extinct	72.1	66
Carcharhinus	extant	5.333	3.6
Isurus	extant	5.333	3.6
Notorynchus	extant	5.333	3.6
Squatina	extant	5.333	3.6
Paracorax	extinct	86.3	72.1
Archaeolamna	extinct	100.5	93.9
Cretodus	extinct	100.5	93.9
Cretolamna	extinct	100.5	93.9
Cretoxyrhina	extinct	100.5	93.9
Haimirichia	extinct	100.5	93.9
Heterodontus	extant	100.5	93.9
Onchopristis	extinct	100.5	93.9
Paranomotodon	extinct	100.5	93.9
Protoscyliorhinus	extinct	100.5	93.9
Pseudohypolophus	extinct	100.5	93.9
Ptychotrygon	extinct	100.5	93.9
Squalicorax	extinct	100.5	93.9
Carcharias	extant	132.6	129.4
Cretorectolobus	extinct	132.6	129.4
Heterodontus	extant	132.6	129.4
Pachyhexanchus	extinct	132.6	129.4
Pseudohypolophus	extinct	132.6	129.4
Spathobatis	extinct	132.6	129.4
Synechodus	extinct	132.6	129.4
Brachyrhizodus	extinct	129.4	121.5
Carcharias	extant	129.4	121.5
Cretorectolobus	extinct	129.4	121.5
Heterodontus	extant	129.4	121.5
Protoscyliorhinus	extinct	129.4	121.5
Spathobatis	extinct	129.4	121.5
Brachyrhizodus	extinct	121.5	113
Carcharias	extant	121.5	113
Heterodontus	extant	121.5	113
Spathobatis	extinct	121.5	113
Archaeolamna	extinct	113	100.5
Carcharias	extant	113	100.5
Cretascyliorhinus	extinct	113	100.5
Cretodus	extinct	113	100.5
Cretorectolobus	extinct	113	100.5
Dwardius	extinct	113	100.5
Heterodontus	extant	113	100.5
Leptostyrax	extinct	113	100.5
Nanocorax	extinct	113	100.5
Orectoloboides	extinct	113	100.5
Paraisurus	extinct	113	100.5
Paranomotodon	extinct	113	100.5
Paraorthacodus	extinct	113	100.5
Protoscyliorhinus	extinct	113	100.5
Protosqualus	extinct	113	100.5
Scapanorhynchus	extinct	113	100.5
Spathobatis	extinct	113	100.5
Squalicorax	extinct	113	100.5
Squatina	extant	113	100.5
Squatirhina	extinct	113	100.5
Synechodus	extinct	113	100.5
Anomotodon	extinct	113	100.5
Squatigaleus	extinct	83.6	72.1
Squatigaleus	extinct	83.6	72.1
Gibbechinorhinus	extinct	72.1	66
Ankistrorhynchus	extinct	72.1	66
Archaeolamna	extinct	72.1	66
Brachyrhizodus	extinct	72.1	66
Carcharias	extant	72.1	66
Chiloscyllium	extant	72.1	66
Cretolamna	extinct	72.1	66
Hemiscyllium	extant	72.1	66
Heterodontus	extant	72.1	66
Ischyrhiza	extinct	72.1	66
Odontaspis	extant	72.1	66
Paranomotodon	extinct	72.1	66
Plicatoscyllium	extinct	72.1	66
Protolamna	extinct	72.1	66
Pseudocorax	extinct	72.1	66
Ptychotrygon	extinct	72.1	66
Rhinobatos	extant	72.1	66
Rhombodus	extinct	72.1	66
Scapanorhynchus	extinct	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Squatina	extant	72.1	66
Cretoxyrhina	extinct	86.3	83.6
Isurus	extant	15.97	5.333
Cretolamna	extinct	100.5	89.8
Cretoxyrhina	extinct	100.5	89.8
Dwardius	extinct	100.5	89.8
Odontaspis	extant	100.5	89.8
Squalicorax	extinct	100.5	89.8
Carcharias	extant	100.5	93.9
Odontaspis	extant	100.5	93.9
Squalicorax	extinct	100.5	93.9
Centrophoroides	extinct	66	61.6
Chiloscyllium	extant	66	61.6
Coupatezia	extinct	66	61.6
Cretolamna	extinct	66	61.6
Ganopristis	extinct	66	61.6
Heterodontus	extant	66	61.6
Palaeogaleus	extinct	66	61.6
Plicatoscyllium	extinct	66	61.6
Pseudocorax	extinct	66	61.6
Rhinobatos	extant	66	61.6
Rhombodus	extinct	66	61.6
Scyliorhinus	extant	66	61.6
Serratolamna	extinct	66	61.6
Squalicorax	extinct	66	61.6
Squatina	extant	66	61.6
Synechodus	extinct	66	61.6
Coupatezia	extinct	72.1	66
Palaeogaleus	extinct	72.1	66
Rhinobatos	extant	72.1	66
Rhombodus	extinct	72.1	66
Cretolamna	extinct	72.1	66
Rhombodus	extinct	72.1	66
Hypsobatis	extinct	72.1	66
