taxon_name	genus_status	max_ma	min_ma
Squatina	extant	33.9	23.03
Otodus	extinct	33.9	23.03
Galeocerdo	extant	15.97	13.82
Hemipristis	extant	15.97	13.82
Isurus	extant	15.97	13.82
Myliobatis	extant	15.97	13.82
Physogaleus	extinct	15.97	13.82
Dasyatis	extant	15.97	13.82
Glyphis	extant	15.97	13.82
Prionace	extant	15.97	13.82
Otodus	extinct	15.97	13.82
Alopias	extant	15.97	13.82
Carcharhinus	extant	15.97	13.82
Cetorhinus	extant	15.97	13.82
Dasyatis	extant	15.97	13.82
Galeocerdo	extant	15.97	13.82
Hemipristis	extant	15.97	13.82
Isurus	extant	15.97	13.82
Myliobatis	extant	15.97	13.82
Negaprion	extant	15.97	13.82
Ischyrhiza	extinct	72.1	66
Myledaphus	extinct	72.1	66
Myledaphus	extinct	72.1	66
Archaeolamna	extinct	93.9	89.8
Carcharias	extant	93.9	89.8
Cardabiodon	extinct	93.9	89.8
Cretodus	extinct	93.9	89.8
Cretolamna	extinct	93.9	89.8
Cretoxyrhina	extinct	93.9	89.8
Dallasiella	extinct	93.9	89.8
Johnlongia	extinct	93.9	89.8
Odontaspis	extant	93.9	89.8
Rhinobatos	extant	93.9	89.8
Scapanorhynchus	extinct	93.9	89.8
Squalicorax	extinct	93.9	89.8
Myliobatis	extant	11.63	7.246
Squalus	extant	11.63	7.246
Striatolamia	extinct	11.63	7.246
Archaeolamna	extinct	83.6	72.1
Otodus	extinct	5.333	3.6
Aetomylaeus	extant	5.333	3.6
Alopias	extant	5.333	3.6
Anoxypristis	extant	5.333	3.6
Bathytoshia	extant	5.333	3.6
Carcharhinus	extant	5.333	3.6
Carcharias	extant	5.333	3.6
Carcharodon	extant	5.333	3.6
Dasyatis	extant	5.333	3.6
Galeocerdo	extant	5.333	3.6
Hemipristis	extant	5.333	3.6
Isurus	extant	5.333	3.6
Myliobatis	extant	5.333	3.6
Negaprion	extant	5.333	3.6
Paragaleus	extant	5.333	3.6
Rhinobatos	extant	5.333	3.6
Rhizoprionodon	extant	5.333	3.6
Rhynchobatus	extant	5.333	3.6
Scyliorhinus	extant	5.333	3.6
Sphyrna	extant	5.333	3.6
Taeniura	extant	5.333	3.6
Aetobatus	extant	11.63	5.333
Carcharhinus	extant	11.63	5.333
Hemipristis	extant	11.63	5.333
Myliobatis	extant	11.63	5.333
Negaprion	extant	11.63	5.333
Pristis	extant	11.63	5.333
Rhinoptera	extant	11.63	5.333
Scapanorhynchus	extinct	89.8	86.3
Garabatis	extinct	59.2	56
Microbatis	extinct	59.2	56
Tingaleus	extinct	59.2	56
Abdounia	extinct	47.8	41.2
Carcharhinus	extant	47.8	41.2
Dasyatis	extant	47.8	41.2
Galeocerdo	extant	47.8	41.2
Rhynchobatus	extant	47.8	41.2
Abdounia	extinct	47.8	41.2
Anoxypristis	extant	47.8	41.2
Carcharhinus	extant	47.8	41.2
Galeocerdo	extant	47.8	41.2
Leidybatis	extinct	47.8	41.2
Propristis	extinct	47.8	41.2
Anoxypristis	extant	47.8	41.2
Carcharhinus	extant	47.8	41.2
Pristis	extant	47.8	41.2
Propristis	extinct	47.8	41.2
Abdounia	extinct	47.8	41.2
Alopias	extant	47.8	41.2
Carcharhinus	extant	47.8	41.2
Galeocerdo	extant	47.8	41.2
Otodus	extinct	47.8	41.2
Abdounia	extinct	47.8	41.2
Carcharhinus	extant	47.8	41.2
Crassescyliorhinus	extinct	47.8	41.2
Dasyatis	extant	47.8	41.2
Eostegostoma	extinct	47.8	41.2
Gymnura	extant	47.8	41.2
Hemipristis	extant	47.8	41.2
Hemiscyllium	extant	47.8	41.2
Himantura	extant	47.8	41.2
Leptocharias	extant	47.8	41.2
Macrorhizodus	extinct	47.8	41.2
Myliobatis	extant	47.8	41.2
Narcine	extant	47.8	41.2
Nebrius	extant	47.8	41.2
Odontorhytis	extinct	47.8	41.2
Ouledia	extinct	47.8	41.2
Pararhincodon	extinct	47.8	41.2
Platyrhina	extant	47.8	41.2
Platyrhinoidis	extant	47.8	41.2
Pristis	extant	47.8	41.2
Rhinoptera	extant	47.8	41.2
Rhizoprionodon	extant	47.8	41.2
Rhynchobatus	extant	47.8	41.2
Abdounia	extinct	47.8	41.2
Carcharhinus	extant	47.8	41.2
Pristis	extant	47.8	41.2
Propristis	extinct	47.8	41.2
Rhinoptera	extant	47.8	41.2
Rhizoprionodon	extant	47.8	41.2
Anomotodon	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Rhinoptera	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Anomotodon	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Archaeomanta	extinct	37.71	33.9
Burnhamia	extinct	37.71	33.9
Coupatezia	extinct	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Eostegostoma	extinct	37.71	33.9
Gymnura	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Heterodontus	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Leptocharias	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Megascyliorhinus	extinct	37.71	33.9
Mustelus	extant	37.71	33.9
Narcine	extant	37.71	33.9
Ouledia	extinct	37.71	33.9
Pararhincodon	extinct	37.71	33.9
Physogaleus	extinct	37.71	33.9
Platyrhina	extant	37.71	33.9
Pristiophorus	extant	37.71	33.9
Rhinobatos	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Squatina	extant	37.71	33.9
Stegostoma	extant	37.71	33.9
Triakis	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Carcharhinus	extant	37.71	33.9
Coupatezia	extinct	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Eostegostoma	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Gymnura	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Heterodontus	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Megascyliorhinus	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Narcine	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Neotrygon	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Pristiophorus	extant	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Triakis	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Coupatezia	extinct	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Nebrius	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Pristis	extant	37.71	33.9
Propristis	extinct	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Propristis	extinct	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Nebrius	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Anoxypristis	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Coupatezia	extinct	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Gymnura	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Himantura	extant	37.71	33.9
Leptocharias	extant	37.71	33.9
Lophobatis	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Narcine	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Neotrygon	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Ouledia	extinct	37.71	33.9
Platyrhinoidis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Squatina	extant	37.71	33.9
Stegostoma	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Anoxypristis	extant	37.71	33.9
Chiloscyllium	extant	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Gymnura	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Himantura	extant	37.71	33.9
Megascyliorhinus	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Neotrygon	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Platyrhina	extant	37.71	33.9
Platyrhinoidis	extant	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Squatina	extant	37.71	33.9
Stegostoma	extant	37.71	33.9
Torpedo	extant	37.71	33.9
Triakis	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Burnhamia	extinct	37.71	33.9
Chiloscyllium	extant	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Gymnura	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Hexanchus	extant	37.71	33.9
Leptocharias	extant	37.71	33.9
Megascyliorhinus	extinct	37.71	33.9
Narcine	extant	37.71	33.9
Nebrius	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Neotrygon	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Ouledia	extinct	37.71	33.9
Physogaleus	extinct	37.71	33.9
Pristiophorus	extant	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Triakis	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Pristis	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Hemipristis	extant	37.71	33.9
Leidybatis	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Pastinachus	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Archaeomanta	extinct	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Chiloscyllium	extant	37.71	33.9
Coupatezia	extinct	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Garabatis	extinct	37.71	33.9
Hemipristis	extant	37.71	33.9
Heterodontus	extant	37.71	33.9
Leptocharias	extant	37.71	33.9
Macrorhizodus	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Neotrygon	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Ouledia	extinct	37.71	33.9
Pastinachus	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Premontreia(Oxyscyllium)	extinct	37.71	33.9
Pristis	extant	37.71	33.9
Propristis	extinct	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Stegostoma	extant	37.71	33.9
Triakis	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Pastinachus	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Coupatezia	extinct	37.71	33.9
Crassescyliorhinus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Narcine	extant	37.71	33.9
Nebrius	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Ouledia	extinct	37.71	33.9
Pastinachus	extant	37.71	33.9
Physogaleus	extinct	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Torpedo	extant	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Lophobatis	extinct	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Pastinachus	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Carcharhinus	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Propristis	extinct	37.71	33.9
Rhinoptera	extant	37.71	33.9
Abdounia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Galeocerdo	extant	37.71	33.9
Hemipristis	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Pastinachus	extant	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhizoprionodon	extant	37.71	33.9
Otodus	extinct	37.71	33.9
Alopias	extant	37.71	33.9
Anoxypristis	extant	37.71	33.9
Archaeomanta	extinct	37.71	33.9
Burnhamia	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Eoplinthicus	extinct	37.71	33.9
Hemipristis	extant	37.71	33.9
Myliobatis	extant	37.71	33.9
Narcine	extant	37.71	33.9
Negaprion	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Pastinachus	extant	37.71	33.9
Pristis	extant	37.71	33.9
Rhinoptera	extant	37.71	33.9
Rhynchobatus	extant	37.71	33.9
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Dasyatis	extant	66	61.6
Hexanchus	extant	66	61.6
Ixobatis	extinct	66	61.6
Palaeogaleus	extinct	66	61.6
Rhinobatos	extant	66	61.6
Alopias	extant	23.03	20.44
Carcharodon	extant	5.333	2.58
Otodus	extinct	11.63	7.246
Carcharhinus	extant	11.63	7.246
Carcharias	extant	11.63	7.246
Carcharodon	extant	11.63	7.246
Dasyatis	extant	11.63	7.246
Galeocerdo	extant	11.63	7.246
Hemipristis	extant	11.63	7.246
Heterodontus	extant	11.63	7.246
Megascyliorhinus	extinct	11.63	7.246
Sphyrna	extant	11.63	7.246
Squatina	extant	11.63	7.246
Anomotodon	extinct	47.8	37.71
Abdounia	extinct	47.8	37.71
Alopias	extant	47.8	37.71
Archaeomanta	extinct	47.8	37.71
Burnhamia	extinct	47.8	37.71
Carcharocles	extinct	47.8	37.71
Casieria	extinct	47.8	37.71
Centrophorus	extant	47.8	37.71
Coupatezia	extinct	47.8	37.71
Dasyatis	extant	47.8	37.71
Deania	extant	47.8	37.71
Echinorhinus	extant	47.8	37.71
Eostegostoma	extinct	47.8	37.71
Etmopterus	extant	47.8	37.71
Galeocerdo	extant	47.8	37.71
Galeorhinus	extant	47.8	37.71
Ginglymostoma	extant	47.8	37.71
Gymnura	extant	47.8	37.71
Hemiscyllium	extant	47.8	37.71
Heptranchias	extant	47.8	37.71
Heterodontus	extant	47.8	37.71
Hexanchus	extant	47.8	37.71
Hypotodus	extinct	47.8	37.71
Isistius	extant	47.8	37.71
Isurolamna	extinct	47.8	37.71
Jaekelotodus	extinct	47.8	37.71
Keasius	extinct	47.8	37.71
Leidybatis	extinct	47.8	37.71
Macrorhizodus	extinct	47.8	37.71
Megascyliorhinus	extinct	47.8	37.71
Mustelus	extant	47.8	37.71
Myliobatis	extant	47.8	37.71
Nebrius	extant	47.8	37.71
Notorynchus	extant	47.8	37.71
Odontaspis	extant	47.8	37.71
Palaeorhincodon	extinct	47.8	37.71
Pararhincodon	extinct	47.8	37.71
Parotodus	extinct	47.8	37.71
Physogaleus	extinct	47.8	37.71
Protoginglymostoma	extinct	47.8	37.71
Raja	extant	47.8	37.71
Rhinobatos	extant	47.8	37.71
Rhizoprionodon	extant	47.8	37.71
Rhynchobatus	extant	47.8	37.71
Scyliorhinus	extant	47.8	37.71
Squalus	extant	47.8	37.71
Squatina	extant	47.8	37.71
Striatolamia	extinct	47.8	37.71
Torpedo	extant	47.8	37.71
Triakis	extant	47.8	37.71
Otodus	extinct	47.8	37.71
Otodus	extinct	23.03	20.44
Myliobatis	extant	66	56
Eotorpedo	extinct	66	56
Myliobatis	extant	66	56
Myliobatis	extant	66	56
Myliobatis	extant	66	56
Myliobatis	extant	66	56
Myliobatis	extant	66	56
Carcharias	extant	66	56
Eotorpedo	extinct	66	56
Ginglymostoma	extant	66	56
Myliobatis	extant	66	56
Carcharias	extant	66	56
Eotorpedo	extinct	66	56
Ginglymostoma	extant	66	56
Myliobatis	extant	66	56
Myliobatis	extant	66	56
Myliobatis	extant	66	56
Dasyatis	extant	15.97	13.82
Galeocerdo	extant	15.97	13.82
Glyphis	extant	15.97	13.82
Hemipristis	extant	15.97	13.82
Myliobatis	extant	15.97	13.82
Prionace	extant	15.97	13.82
Otodus	extinct	7.246	5.333
Anomotodon	extinct	41.2	37.71
Hexanchus	extant	41.2	37.71
Macrorhizodus	extinct	41.2	37.71
Woellsteinia	extinct	41.2	37.71
Carcharias	extant	72.1	66
Cretolamna	extinct	72.1	66
Cretorectolobus	extinct	72.1	66
Pseudocorax	extinct	72.1	66
Rhombodus	extinct	72.1	66
Squalicorax	extinct	72.1	66
Squatina	extant	72.1	66
Cretolamna	extinct	93.9	89.8
Squalicorax	extinct	93.9	89.8
Cretoxyrhina	extinct	93.9	89.8
Otodus	extinct	11.63	5.333
Aetobatus	extant	11.63	5.333
Carcharhinus	extant	11.63	5.333
Hemipristis	extant	11.63	5.333
Myliobatis	extant	11.63	5.333
Negaprion	extant	11.63	5.333
Pristis	extant	11.63	5.333
Squalicorax	extinct	93.9	89.8
Cretolamna	extinct	93.9	89.8
Squalicorax	extinct	93.9	89.8
Leptostyrax	extinct	121.4	113
Pseudohypolophus	extinct	121.4	113
Cantioscyllium	extinct	86.3	83.6
Cantioscyllium	extinct	89.8	86.3
Hemipristis	extant	11.63	7.246
Pseudomyledaphus	extinct	86.3	83.6
Pseudomyledaphus	extinct	86.3	83.6
Myledaphus	extinct	83.6	72.1
Squatiscyllium	extinct	83.6	72.1
Myledaphus	extinct	83.6	72.1
Potamotrygon	extant	47.8	37.71
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Chiloscyllium	extant	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Paranomotodon	extinct	83.6	72.1
Plicatoscyllium	extinct	83.6	72.1
Sclerorhynchus	extinct	83.6	72.1
Archaeolamna	extinct	83.6	72.1
Brachyrhizodus	extinct	83.6	72.1
Carcharias	extant	83.6	72.1
Cretolamna	extinct	83.6	72.1
Ischyrhiza	extinct	83.6	72.1
Protolamna	extinct	83.6	72.1
Pseudocorax	extinct	83.6	72.1
Pseudohypolophus	extinct	83.6	72.1
Ptychotrygon	extinct	83.6	72.1
Rhombodus	extinct	83.6	72.1
Scapanorhynchus	extinct	83.6	72.1
Squalicorax	extinct	83.6	72.1
Squatina	extant	83.6	72.1
Texatrygon	extinct	83.6	72.1
Myledaphus	extinct	83.6	72.1
Squatiscyllium	extinct	83.6	72.1
Myledaphus	extinct	83.5	70.6
Restesia	extinct	83.5	70.6
Aetobatus	extant	10.3	4.9
Carcharhinus	extant	10.3	4.9
Hemipristis	extant	10.3	4.9
Isogomphodon	extant	10.3	4.9
Isurus	extant	10.3	4.9
Myliobatis	extant	10.3	4.9
Rhinoptera	extant	10.3	4.9
Sphyrna	extant	10.3	4.9
Taeniurops	extant	10.3	4.9
Carcharias	extant	83.6	72.1
Cretolamna	extinct	83.6	72.1
Myledaphus	extinct	83.6	72.1
Archaeolamna	extinct	83.6	72.1
Cantioscyllium	extinct	83.6	72.1
Carcharias	extant	83.6	72.1
Cretodus	extinct	83.6	72.1
Ischyrhiza	extinct	83.6	72.1
Myledaphus	extinct	83.6	72.1
Protoplatyrhina	extinct	83.6	72.1
Ptychotrygon	extinct	83.6	72.1
Squalicorax	extinct	83.6	72.1
Squatina	extant	83.6	72.1
Synechodus	extinct	83.6	72.1
Ischyrhiza	extinct	83.5	70.6
Onchopristis	extinct	83.5	70.6
Ptychotrygon	extinct	83.5	70.6
Restesia	extinct	83.5	70.6
Scapanorhynchus	extinct	83.5	70.6
Eucrossorhinus	extant	83.6	72.1
Ischyrhiza	extinct	83.6	72.1
Myledaphus	extinct	83.6	72.1
Odontaspis	extant	83.6	72.1
Protoplatyrhina	extinct	83.6	72.1
Brachyrhizodus	extinct	72.1	66
Carcharias	extant	72.1	66
Cretolamna	extinct	72.1	66
Parapalaeobates	extinct	72.1	66
Pristiophorus	extant	72.1	66
Serratolamna	extinct	72.1	66
Squalicorax	extinct	72.1	66
Cretorectolobus	extinct	83.6	72.1
Myledaphus	extinct	83.6	72.1
Myledaphus	extinct	72.1	66
Restesia	extinct	72.1	66
Squatina	extant	72.1	66
Archaeolamna	extinct	83.6	72.1
Brachyrhizodus	extinct	83.6	72.1
Carcharias	extant	83.6	72.1
Cretolamna	extinct	83.6	72.1
Ischyrhiza	extinct	83.6	72.1
Odontaspis	extant	83.6	72.1
Paranomotodon	extinct	83.6	72.1
Protolamna	extinct	83.6	72.1
Ptychotrygon	extinct	83.6	72.1
Rhombodus	extinct	83.6	72.1
Scapanorhynchus	extinct	83.6	72.1
Squalicorax	extinct	83.6	72.1
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Myledaphus	extinct	70.6	66
Ischyrhiza	extinct	70.6	66
Squatirhina	extinct	70.6	66
Ischyrhiza	extinct	70.6	66
Myledaphus	extinct	70.6	66
Striatolamia	extinct	11.63	7.246
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Ischyrhiza	extinct	70.6	66
Myledaphus	extinct	70.6	66
Otodus	extinct	20.44	15.97
Negaprion	extant	20.44	15.97
Myledaphus	extinct	70.6	66
Carcharhinus	extant	11.63	7.246
Hemipristis	extant	11.63	7.246
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Myledaphus	extinct	70.6	66
Carcharhinus	extant	20.44	15.97
Rhinoptera	extant	20.44	15.97
Ischyrhiza	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Cantioscyllium	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Squatirhina	extinct	70.6	66
Myledaphus	extinct	72.1	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Ischyrhiza	extinct	70.6	66
Myledaphus	extinct	70.6	66
Cantioscyllium	extinct	70.6	66
Restesia	extinct	70.6	66
Isurus	extant	5.333	3.6
Myledaphus	extinct	72.1	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Restesia	extinct	70.6	66
Ischyrhiza	extinct	72.1	66
Myledaphus	extinct	72.1	66
Restesia	extinct	72.1	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Brachycarcharias	extinct	37.71	33.9
Carcharhinus	extant	37.71	33.9
Coupatezia	extinct	37.71	33.9
Negaprion	extant	37.71	33.9
Odontorhytis	extinct	37.71	33.9
Ouledia	extinct	37.71	33.9
Pachygymnura	extinct	37.71	33.9
Pastinachus	extant	37.71	33.9
Rhinobatos	extant	37.71	33.9
Scyliorhinus	extant	37.71	33.9
Sphyrna	extant	37.71	33.9
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Carcharias	extant	70.6	66
Myledaphus	extinct	70.6	66
Myledaphus	extinct	70.6	66
Isurus	extant	23.03	20.44
