taxon_name	status	max_ma	min_ma
Sphyrna laevissima	extinct	23.03	11.63
Sphyrna laevissima	extinct	15.97	13.82
Pristis pickeringi	extinct	23.03	20.44
Rhynchobatus pristinus	extinct	23.03	20.44
Taeniurops cavernosus	extinct	27.82	23.03
Aetobatus irregularis	extinct	47.8	37.71
Pristis amblodon	extinct	47.8	37.71
Dasyatis borodini	extinct	41.2	33.9
Aetobatus arcuatus	extinct	20.44	7.246
Aetobatus irregularis	extinct	61.6	56
Myliobatis dixoni	extinct	61.6	56
Aetobatus irregularis	extinct	47.8	37.71
Aetobatus irregularis	extinct	47.8	37.71
Myliobatis dixoni	extinct	41.2	33.9
Plinthicus stenodon	extinct	23.03	20.44
Isurus retroflexus	extinct	15.97	13.82
Pseudaetobatus belli	extinct	56	47.8
Pseudaetobatus undulatus	extinct	37.71	33.9
Pseudaetobatus undulatus	extinct	37.71	33.9
Otodus megalodon	extinct	15.97	11.63
Carcharodon hastalis	extinct	15.97	11.63
Carcharias taurus	extant	23.03	20.44
Chlamydoselachus lawleyi	extinct	5.333	3.6
Chlamydoselachus lawleyi	extinct	5.333	3.6
Chlamydoselachus lawleyi	extinct	5.333	3.6
Chlamydoselachus garmani	extinct	33.9	20.44
Echinorhinus kelleyi	extinct	33.9	20.44
Chlamydoselachus garmani	extinct	33.9	20.44
Echinorhinus kelleyi	extinct	33.9	20.44
Echinorhinus pfauntschi	extinct	20.44	15.97
Rolfodon bracheri	extinct	20.44	15.97
Echinorhinus pfauntschi	extinct	20.44	15.97
Rolfodon bracheri	extinct	20.44	15.97
Rolfodon bracheri	extinct	20.44	15.97
Echinorhinus pfauntschi	extinct	20.44	15.97
Rolfodon bracheri	extinct	20.44	15.97
Echinorhinus pfauntschi	extinct	20.44	15.97
Rolfodon bracheri	extinct	20.44	15.97
Paraechinorhinus riepli	extinct	47.8	41.2
Rolfodon fiedleri	extinct	47.8	41.2
Echinorhinus richiardii	extinct	5.333	3.6
Echinorhinus schoenfeldi	extinct	33.9	27.82
Echinorhinus caspius	extinct	33.9	27.82
Echinorhinus pollerspoecki	extinct	23.03	13.82
Echinorhinus priscus	extinct	56	47.8
Echinorhinus blakei	extinct	15.97	11.63
Carcharhinus limbatus	extant	5.333	0.0117
Cetorhinus maximus	extant	0.129	0.0117
Galeorhinus galeus	extant	0.129	0.0117
Heterodontus francisci	extant	0.129	0.0117
Hypanus dipterurus	extant	0.129	0.0117
Myliobatis californica	extant	0.129	0.0117
Urobatis halleri	extant	0.129	0.0117
Pseudoechinorhinus mackinnoni	extinct	66	61.6
Otodus megalodon	extinct	15.97	11.63
Alopias exigua	extinct	15.97	11.63
Carcharhinus acanthodon	extinct	15.97	11.63
Hypotodus verticalis	extinct	47.8	33.9
Carcharoides catticus	extinct	47.8	33.9
Hexanchus agassizi	extinct	47.8	33.9
Macrorhizodus praecursor	extinct	47.8	33.9
Odontaspis winkleri	extinct	47.8	33.9
Striatolamia macrota	extinct	47.8	33.9
Otodus auriculatus	extinct	47.8	33.9
Hexanchus agassizi	extinct	47.8	33.9
Megascyliorhinus cooperi	extinct	47.8	33.9
Otodus auriculatus	extinct	47.8	33.9
Otodus obliquus	extinct	47.8	33.9
Carcharoides catticus	extinct	47.8	33.9
Macrorhizodus praecursor	extinct	47.8	33.9
Odontaspis winkleri	extinct	47.8	33.9
Striatolamia macrota	extinct	47.8	33.9
Chiloscyllium minutum	extinct	59.2	56
Cretolamna appendiculata	extinct	59.2	56
Delpitoscyllium africanum	extinct	59.2	56
Heterodontus rugosus	extinct	59.2	56
Hypotodus verticalis	extinct	59.2	56
Isurolamna inflata	extinct	59.2	56
Khouribgaleus gomphorhiza	extinct	59.2	56
Megasqualus orpiensis	extinct	59.2	56
Mustelus biddlei	extinct	59.2	56
Odontaspis winkleri	extinct	59.2	56
Palaeocarcharodon orientalis	extinct	59.2	56
Palaeogaleus vincenti	extinct	59.2	56
Palaeohypotodus rutoti	extinct	59.2	56
Pararhincodon ypresiensis	extinct	59.2	56
Premontreia gilberti	extinct	59.2	56
Protolamna borodini	extinct	59.2	56
Pseudobatos matzensis	extinct	59.2	56
Squalus minor	extinct	59.2	56
Squatina prima	extinct	59.2	56
Striatolamia striata	extinct	59.2	56
Anomotodon plicatus	extinct	59.2	56
Otodus obliquus	extinct	59.2	56
Squalicorax dalinkevichiusi	extinct	100.5	93.9
Squalicorax falcatus	extinct	113	100.5
Squalicorax falcatus	extinct	100.5	93.9
Squalicorax falcatus	extinct	113	100.5
Hispidaspis gigas	extinct	113	100.5
Megarhizodon macrorhiza	extinct	113	100.5
Squalicorax falcatus	extinct	113	100.5
Squalicorax falcatus	extinct	100.5	93.9
Squalicorax falcatus	extinct	100.5	93.9
Hispidaspis gigas	extinct	100.5	93.9
Squalicorax falcatus	extinct	100.5	93.9
Squalicorax heterodon	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Squalicorax heterodon	extinct	93.9	89.8
Squalicorax heterodon	extinct	93.9	89.8
Squalicorax heterodon	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Squalicorax heterodon	extinct	93.9	89.8
Scapanorhynchus kysylkumensis	extinct	89.8	83.6
Squalicorax kaupi	extinct	89.8	83.6
Squalicorax pristodontus	extinct	72.1	66
Scapanorhynchus kysylkumensis	extinct	83.6	72.1
Squalicorax lindstromi	extinct	83.6	72.1
Scapanorhynchus kysylkumensis	extinct	89.8	86.3
Archaeolamna kopingensis	extinct	100.5	93.9
Cretolamna appendiculata	extinct	100.5	93.9
Cretomanta canadensis	extinct	100.5	93.9
Cretorectolobus robustus	extinct	100.5	93.9
Cretoxyrhina agassizensis	extinct	100.5	93.9
Eostriatolamia paucicorrugata	extinct	100.5	93.9
Orectoloboides angulatus	extinct	100.5	93.9
Palaeoanacorax pawpawensis	extinct	100.5	93.9
Rhinobatos incertus	extinct	100.5	93.9
Roulletia canadensis	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Ischyrhiza viaudi	extinct	93.9	89.8
Serratolamna serrata	extinct	72.1	66
Rolfodon tatere	extinct	72.1	66
Archaeolamna kopingensis	extinct	100.5	93.9
Cretalamna catoxodon	extinct	100.5	93.9
Cretoxyrhina vraconensis	extinct	100.5	93.9
Eostriatolamia subulata	extinct	100.5	93.9
Kenolamna gunsoni	extinct	100.5	93.9
Paraorthacodus recurvus	extinct	100.5	93.9
Protolamna sokolovi	extinct	100.5	93.9
Pseudoscapanorhynchus compressidens	extinct	100.5	93.9
Squalicorax volgensis	extinct	100.5	93.9
Squatina cranei	extinct	100.5	93.9
Synechodus dubrisiensis	extinct	100.5	93.9
Cardabiodon ricki	extinct	100.5	93.9
Cretolamna appendiculata	extinct	100.5	93.9
Cretoxyrhina vraconensis	extinct	100.5	93.9
Kenolamna gunsoni	extinct	100.5	93.9
Ctenopristis jordanicus	extinct	89.8	83.6
Pseudocorax granti	extinct	89.8	83.6
Scapanorhynchus lewisii	extinct	89.8	83.6
Squalicorax lindstromi	extinct	89.8	83.6
Protolamna sokolovi	extinct	129.4	121.4
Brachyrhizodus wichitaensis	extinct	83.6	72.1
Cantioscyllium meyeri	extinct	83.6	72.1
Chiloscyllium greeni	extinct	83.6	72.1
Cretalamna sarcoportheta	extinct	83.6	72.1
Igdabatis indicus	extinct	83.6	72.1
Ischyrhiza avonicola	extinct	83.6	72.1
Ischyrhiza mira	extinct	83.6	72.1
Protoplatyrhina renae	extinct	83.6	72.1
Ptychotrygon agujaensis	extinct	83.6	72.1
Ptychotrygon cuspidata	extinct	83.6	72.1
Ptychotrygon triangularis	extinct	83.6	72.1
Rhombodus levis	extinct	83.6	72.1
Scapanorhynchus texanus	extinct	83.6	72.1
Serratolamna caraibaea	extinct	83.6	72.1
Squalicorax kaupi	extinct	83.6	72.1
Squalicorax lindstromi	extinct	83.6	72.1
Squalicorax yangaensis	extinct	83.6	72.1
Texatrygon copei	extinct	83.6	72.1
Pseudohypolophus mcnultyi	extinct	100.5	93.9
Ptychodus occidentalis	extinct	100.5	93.9
Squalicorax baharijensis	extinct	100.5	93.9
Belemnobatis variabilis	extinct	129.4	121.4
Cretodus crassidens	extinct	89.8	86.3
Cretolamna appendiculata	extinct	89.8	86.3
Cretoxyrhina mantelli	extinct	89.8	86.3
Igdabatis indicus	extinct	72.1	66
Ctenopristis jordanicus	extinct	93.9	89.8
Pseudocorax granti	extinct	93.9	89.8
Scapanorhynchus lewisii	extinct	93.9	89.8
Squalicorax lindstromi	extinct	93.9	89.8
Ischyrhiza mira	extinct	83.6	72.1
Ischyrhiza mira	extinct	83.6	72.1
Ischyrhiza mira	extinct	72.1	66
Ischyrhiza mira	extinct	72.1	66
Carcharias holmdelensis	extinct	86.3	72.1
Carcharias samhammeri	extinct	86.3	72.1
Cretolamna appendiculata	extinct	86.3	72.1
Cretoxyrhina mantelli	extinct	86.3	72.1
Scapanorhynchus rhaphiodon	extinct	86.3	72.1
Carcharias holmdelensis	extinct	86.3	72.1
Carcharias samhammeri	extinct	86.3	72.1
Cretolamna appendiculata	extinct	86.3	72.1
Cretoxyrhina mantelli	extinct	86.3	72.1
Scapanorhynchus rapax	extinct	86.3	72.1
Scapanorhynchus rhaphiodon	extinct	86.3	72.1
Squalicorax falcatus	extinct	86.3	72.1
Squalicorax kaupi	extinct	86.3	72.1
Carcharias holmdelensis	extinct	86.3	72.1
Carcharias samhammeri	extinct	86.3	72.1
Cretolamna appendiculata	extinct	86.3	72.1
Cretoxyrhina mantelli	extinct	86.3	72.1
Scapanorhynchus rapax	extinct	86.3	72.1
Squalicorax falcatus	extinct	86.3	72.1
Squalicorax kaupi	extinct	86.3	72.1
Squalicorax pristodontus	extinct	72.1	66
Ataktobatis variabilis	extinct	72.1	66
Carcharias gracilis	extinct	72.1	66
Carcharias samhammeri	extinct	72.1	66
Coupatezia fallax	extinct	72.1	66
Cretolamna appendiculata	extinct	72.1	66
Dalpiazia stromeri	extinct	72.1	66
Ganopristis leptodon	extinct	72.1	66
Palaeogaleus faujasi	extinct	72.1	66
Palaeohypotodus bronni	extinct	72.1	66
Plicatoscyllium lehneri	extinct	72.1	66
Rhinobatos echavei	extinct	72.1	66
Rhinobatos ibericus	extinct	72.1	66
Rhombodus andriesi	extinct	72.1	66
Rhombodus binkhorsti	extinct	72.1	66
Serratolamna serrata	extinct	72.1	66
Squalicorax kaupi	extinct	72.1	66
Vascobatis albaitensis	extinct	72.1	66
Scapanorhynchus rapax	extinct	86.3	72.1
Cretolamna appendiculata	extinct	86.3	72.1
Cretolamna appendiculata	extinct	86.3	72.1
Scapanorhynchus rapax	extinct	86.3	72.1
Archaeolamna kopingensis	extinct	113	100.5
Carcharias striatula	extinct	113	100.5
Cretascyliorhinus destombesi	extinct	113	100.5
Cretodus semiplicatus	extinct	113	100.5
Cretolamna appendiculata	extinct	113	100.5
Cretoxyrhina vraconensis	extinct	113	100.5
Gladioserratus aptiensis	extinct	113	100.5
Heterodontus canaliculatus	extinct	113	100.5
Heterodontus upnikensis	extinct	113	100.5
Notidanodon lanceolatus	extinct	113	100.5
Orectoloboides parvula	extinct	113	100.5
Paraisurus macrorhiza	extinct	113	100.5
Paranomotodon angustidens	extinct	113	100.5
Paraorthacodus recurvus	extinct	113	100.5
Pararhincodon lehmani	extinct	113	100.5
Protospinax heterodon	extinct	113	100.5
Protosqualus sigei	extinct	113	100.5
Ptychodus decurrens	extinct	113	100.5
Scapanorhynchus praeraphiodon	extinct	113	100.5
Scyliorhinus dubius	extinct	113	100.5
Squalicorax primaevus	extinct	113	100.5
Squatina cranei	extinct	113	100.5
Squatina decipiens	extinct	113	100.5
Squatirhina thiesi	extinct	113	100.5
Synechodus dubrisiensis	extinct	113	100.5
Synechodus nitidus	extinct	113	100.5
Synechodus tenuis	extinct	113	100.5
Ptychodus decurrens	extinct	100.5	89.8
Scapanorhynchus texanus	extinct	89.8	86.3
Cretalamna catoxodon	extinct	113	100.5
Kenolamna gunsoni	extinct	113	100.5
Cretalamna deschutteri	extinct	93.9	89.8
Cretalamna gertericorum	extinct	93.9	89.8
Cretolamna appendiculata	extinct	93.9	89.8
Cretalamna borealis	extinct	83.6	72.1
Cretalamna sarcoportheta	extinct	83.6	72.1
Cretalamna borealis	extinct	83.6	72.1
Cretalamna borealis	extinct	83.6	72.1
Cretalamna borealis	extinct	83.6	72.1
Cretoxyrhina mantelli	extinct	89.8	83.6
Cretoxyrhina agassizensis	extinct	100.5	89.8
Cretoxyrhina agassizensis	extinct	100.5	89.8
Galeorhinus galeus	extant	2.58	1.8
Isurus oxyrinchus	extant	2.58	1.8
Myliobatis californica	extant	2.58	1.8
Notorynchus cepedianus	extant	2.58	1.8
Prionace glauca	extant	2.58	1.8
Squalus acanthias	extant	2.58	1.8
Squatina californica	extant	2.58	1.8
Triakis semifasciata	extant	2.58	1.8
Dwardius woodwardi	extinct	100.5	93.9
Archaeolamna kopingensis	extinct	83.6	72.1
Ptychodus decurrens	extinct	93.9	89.8
Haimirichia amonensis	extinct	100.5	93.9
Archaeolamna kopingensis	extinct	83.6	72.1
Brachyrhizodus wichitaensis	extinct	83.6	72.1
Scapanorhynchus texanus	extinct	83.6	72.1
Squalicorax kaupi	extinct	83.6	72.1
Squalicorax pristodontus	extinct	83.6	72.1
Archaeolamna kopingensis	extinct	86.3	72.1
Brachyrhizodus wichitaensis	extinct	86.3	72.1
Scapanorhynchus texanus	extinct	86.3	72.1
Squalicorax kaupi	extinct	86.3	72.1
Squalicorax pristodontus	extinct	86.3	72.1
Carcharias samhammeri	extinct	72.1	66
Galeorhinus girardoti	extinct	72.1	66
Ischyrhiza avonicola	extinct	72.1	66
Myledaphus bipartitus	extinct	72.1	66
Odontaspis aculeatus	extinct	72.1	66
Protoplatyrhina renae	extinct	72.1	66
Pseudohypolophus mcnultyi	extinct	72.1	66
Ptychotrygon vermiculata	extinct	72.1	66
Rhombodus levis	extinct	72.1	66
Serratolamna serrata	extinct	72.1	66
Squatina hassei	extinct	72.1	66
Tomewingia problematica	extinct	72.1	66
Carcharias holmdelensis	extinct	72.1	66
Galeorhinus girardoti	extinct	72.1	66
Ischyrhiza avonicola	extinct	72.1	66
Ischyrhiza mira	extinct	72.1	66
Odontaspis aculeatus	extinct	72.1	66
Plicatoscyllium derameei	extinct	72.1	66
Plicatoscyllium lehneri	extinct	72.1	66
Ptychotrygon vermiculata	extinct	72.1	66
Raja farishi	extinct	72.1	66
Rhinobatos casieri	extinct	72.1	66
Rhombodus binkhorsti	extinct	72.1	66
Schizorhiza stromeri	extinct	72.1	66
Serratolamna serrata	extinct	72.1	66
Squalicorax kaupi	extinct	72.1	66
Squatina hassei	extinct	72.1	66
Scapanorhynchus texanus	extinct	86.3	72.1
Onchopristis numidus	extinct	100.5	93.9
Cretodus crassidens	extinct	93.9	86.3
Ptychodus anonymus	extinct	93.9	86.3
Ptychodus mammillaris	extinct	93.9	86.3
Ptychodus polygyrus	extinct	93.9	86.3
Ptychodus whipplei	extinct	93.9	86.3
Squalicorax falcatus	extinct	93.9	86.3
Squalicorax volgensis	extinct	93.9	86.3
Cretolamna appendiculata	extinct	93.9	86.3
Cretomanta canadensis	extinct	93.9	86.3
Cretoxyrhina mantelli	extinct	93.9	86.3
Johnlongia parvidens	extinct	93.9	86.3
Rhinobatos incertus	extinct	93.9	86.3
Scapanorhynchus rhaphiodon	extinct	93.9	86.3
Ptychotrygon triangularis	extinct	93.9	86.3
Cantioscyllium decipiens	extinct	93.9	86.3
Chiloscyllium greeni	extinct	93.9	86.3
Cretodus crassidens	extinct	93.9	86.3
Cretolamna appendiculata	extinct	93.9	86.3
Cretoxyrhina mantelli	extinct	93.9	86.3
Ischyrhiza schneideri	extinct	93.9	86.3
Johnlongia parvidens	extinct	93.9	86.3
Pseudohypolophus mcnultyi	extinct	93.9	86.3
Ptychodus anonymus	extinct	93.9	86.3
Ptychodus polygyrus	extinct	93.9	86.3
Ptychodus whipplei	extinct	93.9	86.3
Rhinobatos incertus	extinct	93.9	86.3
Scapanorhynchus rhaphiodon	extinct	93.9	86.3
Squalicorax falcatus	extinct	93.9	86.3
Squalicorax volgensis	extinct	93.9	86.3
Ptychodus latissimus	extinct	93.9	86.3
Cenocarcharias tenuiplicatus	extinct	100.5	93.9
Cretodus crassidens	extinct	100.5	93.9
Cretolamna appendiculata	extinct	100.5	93.9
Cretomanta canadensis	extinct	100.5	93.9
Cretoxyrhina mantelli	extinct	100.5	93.9
Haimirichia amonensis	extinct	100.5	93.9
Johnlongia parvidens	extinct	100.5	93.9
Microcarcharias saskatchewanensis	extinct	100.5	93.9
Ptychodus anonymus	extinct	100.5	93.9
Ptychodus decurrens	extinct	100.5	93.9
Ptychodus occidentalis	extinct	100.5	93.9
Ptychodus whipplei	extinct	100.5	93.9
Rhinobatos incertus	extinct	100.5	93.9
Scapanorhynchus rhaphiodon	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Squalicorax falcatus	extinct	100.5	93.9
Squalicorax volgensis	extinct	100.5	93.9
Cretoxyrhina mantelli	extinct	100.5	93.9
Microcarcharias saskatchewanensis	extinct	100.5	93.9
Ptychodus anonymus	extinct	100.5	93.9
Ptychodus occidentalis	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Cenocarcharias tenuiplicatus	extinct	100.5	93.9
Cretodus semiplicatus	extinct	100.5	93.9
Cretolamna appendiculata	extinct	100.5	93.9
Cretomanta canadensis	extinct	100.5	93.9
Cretoxyrhina mantelli	extinct	100.5	93.9
Microcarcharias saskatchewanensis	extinct	100.5	93.9
Ptychodus anonymus	extinct	100.5	93.9
Ptychodus decurrens	extinct	100.5	93.9
Ptychodus occidentalis	extinct	100.5	93.9
Rhinobatos incertus	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Squalicorax volgensis	extinct	100.5	93.9
Carcharias striatula	extinct	113	100.5
Onchopristis dunklei	extinct	113	100.5
Pseudohypolophus mcnultyi	extinct	113	100.5
Ptychodus occidentalis	extinct	100.5	93.9
Cretodus semiplicatus	extinct	100.5	93.9
Cretoxyrhina mantelli	extinct	100.5	93.9
Cretodus semiplicatus	extinct	100.5	93.9
Cretomanta canadensis	extinct	100.5	93.9
Haimirichia amonensis	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Squalicorax volgensis	extinct	100.5	93.9
Cenocarcharias tenuiplicatus	extinct	100.5	93.9
Microcarcharias saskatchewanensis	extinct	100.5	93.9
Ptychodus whipplei	extinct	100.5	89.8
Cretolamna appendiculata	extinct	100.5	89.8
Cretoxyrhina mantelli	extinct	100.5	89.8
Ischirhiza avonicola	extinct	100.5	89.8
Ptychodus anonymus	extinct	100.5	89.8
Ptychodus decurrens	extinct	100.5	89.8
Ptychodus polygyrus	extinct	100.5	89.8
Rhinobatos incertus	extinct	100.5	89.8
Scapanorhynchus rhaphiodon	extinct	100.5	89.8
Squalicorax falcatus	extinct	100.5	89.8
Serratolamna serrata	extinct	72.1	66
Cantioscyllium decipiens	extinct	89.8	86.3
Ischyrhiza mira	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Cantioscyllium decipiens	extinct	89.8	86.3
Ischyrhiza mira	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Cantioscyllium decipiens	extinct	89.8	86.3
Ischyrhiza mira	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Ptychodus whipplei	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Chiloscyllium greeni	extinct	93.9	89.8
Cretodus semiplicatus	extinct	93.9	89.8
Ischyrhiza avonicola	extinct	93.9	89.8
Pseudohypolophus mcnultyi	extinct	93.9	89.8
Ptychodus anonymus	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Ptychotrygon triangularis	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Squalicorax falcatus	extinct	93.9	89.8
Myledaphus bipartitus	extinct	72.1	66
Serratolamna serrata	extinct	72.1	66
Cretolamna appendiculata	extinct	72.1	66
Myledaphus bipartitus	extinct	72.1	66
Serratolamna serrata	extinct	72.1	66
Myledaphus bipartitus	extinct	72.1	66
Myledaphus bipartitus	extinct	72.1	66
Myledaphus bipartitus	extinct	72.1	66
Ptychodus anonymus	extinct	100.5	93.9
Cenocarcharias tenuiplicatus	extinct	100.5	93.9
Cretodus semiplicatus	extinct	100.5	93.9
Cretolamna appendiculata	extinct	100.5	93.9
Cretomanta canadensis	extinct	100.5	93.9
Cretoxyrhina mantelli	extinct	100.5	93.9
Microcarcharias saskatchewanensis	extinct	100.5	93.9
Ptychodus decurrens	extinct	100.5	93.9
Ptychodus occidentalis	extinct	100.5	93.9
Rhinobatos incertus	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Squalicorax falcatus	extinct	100.5	93.9
Scapanorhynchus rhaphiodon	extinct	100.5	89.8
Onchopristis dunklei	extinct	129.4	121.4
Ptychodus mortoni	extinct	93.9	89.8
Hemipristis serra	extinct	23.03	15.97
Sphyrna laevissima	extinct	23.03	15.97
Cretodus crassidens	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax falcatus	extinct	89.8	86.3
Dasyatis rafinesquei	extinct	72.1	66
Myledaphus bipartitus	extinct	72.1	66
Acrolamna acuminata	extinct	93.9	89.8
Cretodus semiplicatus	extinct	93.9	89.8
Cretoxyrhina mantelli	extinct	93.9	89.8
Eostriatolamia subulata	extinct	93.9	89.8
Heterodontus polydictyos	extinct	93.9	89.8
Paranomotodon angustidens	extinct	93.9	89.8
Ptychodus latissimus	extinct	93.9	89.8
Ptychodus mammillaris	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Squalicorax heterodon	extinct	93.9	89.8
Squalicorax kaupi	extinct	93.9	89.8
Cretodus semiplicatus	extinct	100.5	93.9
Haimirichia amonensis	extinct	100.5	93.9
Onchopristis dunklei	extinct	100.5	93.9
Pseudohypolophus mcnultyi	extinct	100.5	93.9
Cantioscyllium decipiens	extinct	86.3	83.6
Ischyrhiza mira	extinct	86.3	83.6
Pseudohypolophus mcnultyi	extinct	86.3	83.6
Ptychodus mortoni	extinct	86.3	83.6
Ptychotrygon triangularis	extinct	86.3	83.6
Scapanorhynchus rhaphiodon	extinct	86.3	83.6
Squalicorax kaupi	extinct	86.3	83.6
Cantioscyllium decipiens	extinct	89.8	86.3
Ischyrhiza mira	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Archaeolamna kopingensis	extinct	83.6	72.1
Carcharias holmdelensis	extinct	83.6	72.1
Carcharias sanguinei	extinct	83.6	72.1
Cretolamna appendiculata	extinct	83.6	72.1
Ischyrhiza mira	extinct	83.6	72.1
Protolamna borodini	extinct	83.6	72.1
Pseudohypolophus mcnultyi	extinct	83.6	72.1
Squalicorax kaupi	extinct	83.6	72.1
Cretodus semiplicatus	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Cretodus semiplicatus	extinct	89.8	86.3
Cretolamna appendiculata	extinct	89.8	86.3
Ischyrhiza schneideri	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax falcatus	extinct	89.8	86.3
Cretodus semiplicatus	extinct	93.9	89.8
Cretolamna appendiculata	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Ptychotrygon triangularis	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Squalicorax falcatus	extinct	93.9	89.8
Cretodus semiplicatus	extinct	100.5	93.9
Cretoxyrhina mantelli	extinct	100.5	93.9
Ptychodus anonymus	extinct	100.5	93.9
Ptychodus occidentalis	extinct	100.5	93.9
Squalicorax curvatus	extinct	100.5	93.9
Squalicorax falcatus	extinct	100.5	93.9
Ptychodus whipplei	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Squalicorax falcatus	extinct	93.9	89.8
Ptychodus whipplei	extinct	93.9	89.8
Ptychodus anonymus	extinct	93.9	89.8
Scapanorhynchus rhaphiodon	extinct	93.9	89.8
Squalicorax falcatus	extinct	93.9	89.8
Ptychodus anonymus	extinct	100.5	93.9
Scapanorhynchus rhaphiodon	extinct	100.5	93.9
Squalicorax falcatus	extinct	100.5	93.9
Ptychodus anonymus	extinct	100.5	93.9
Ischyrhiza mira	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Ptychodus whipplei	extinct	93.9	89.8
Ischyrhiza mira	extinct	89.8	86.3
Pseudohypolophus mcnultyi	extinct	89.8	86.3
Ptychodus mortoni	extinct	89.8	86.3
Ptychotrygon triangularis	extinct	89.8	86.3
Scapanorhynchus rhaphiodon	extinct	89.8	86.3
Squalicorax kaupi	extinct	89.8	86.3
Ptychodus whipplei	extinct	93.9	89.8
Ataktobatis variabilis	extinct	72.1	66
Rhinobatos echavei	extinct	72.1	66
Rhinobatos ibericus	extinct	72.1	66
Squalicorax kaupi	extinct	72.1	66
Vascobatis albaitensis	extinct	72.1	66
Cretolamna appendiculata	extinct	83.6	72.1
Cretoxyrhina mantelli	extinct	83.6	72.1
Protolamna borodini	extinct	83.6	72.1
Pseudocorax laevis	extinct	83.6	72.1
Scapanorhynchus rhaphiodon	extinct	83.6	72.1
Squalicorax kaupi	extinct	83.6	72.1
Squalicorax pristodontus	extinct	83.6	72.1
Anomotodon plicatus	extinct	83.6	72.1
Cretolamna appendiculata	extinct	72.1	66
Pseudohypolophus mcnultyi	extinct	72.1	66
Serratolamna serrata	extinct	72.1	66
Squalicorax pristodontus	extinct	72.1	66
Hypolophodon sylvestris	extinct	72.1	66
Pachyhexanchus pockrandti	extinct	139.8	129.4
Chiloscyllium greeni	extinct	93.9	89.8
Ptychotrygonoides hermani	extinct	93.9	89.8
Chiloscyllium greeni	extinct	93.9	89.8
Ptychotrygonoides hermani	extinct	93.9	89.8
Chiloscyllium greeni	extinct	93.9	89.8
Ptychotrygonoides hermani	extinct	93.9	89.8
Chiloscyllium greeni	extinct	93.9	89.8
Ptychotrygonoides hermani	extinct	93.9	89.8
Squalicorax falcatus	extinct	93.9	89.8
